ID_IBGE,Region,UF,State,Microregion,Mesoregion,City,Latitude,Longitude,Population
2402501,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Carnaubais,-5.338368099999999,-36.8335566,10972
2402600,Nordeste,RN,Rio Grande do Norte,Macaíba,Leste Potiguar,Ceará-Mirim,-5.6322768,-35.4213193,74268
2402709,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,Cerro Corá,-6.0412685,-36.3464694,11182
2402808,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Coronel Ezequiel,-6.3853153,-36.2151622,5501
2402907,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Coronel João Pessoa,-6.2607103,-38.4424915,4918
2403004,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Cruzeta,-6.4113343,-36.7872964,7968
2403103,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Currais Novos,-6.2626676,-36.5173039,45022
2403202,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Doutor Severiano,-6.094833900000001,-38.3748,7068
2403251,Nordeste,RN,Rio Grande do Norte,Natal,Leste Potiguar,Parnamirim,-5.915333400000001,-35.26799129999999,272490
2403301,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Encanto,-6.1107477,-38.3050953,5697
2403400,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Equador,-6.89071355,-36.66447219982531,6064
2403509,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Espírito Santo,-6.3317917,-35.3096508,10463
2403608,Nordeste,RN,Rio Grande do Norte,Natal,Leste Potiguar,Extremoz,-5.7092903,-35.3058914,29282
2403707,Nordeste,RN,Rio Grande do Norte,Chapada do Apodi,Oeste Potiguar,Felipe Guerra,-5.5981386,-37.6962757,6009
2403756,Nordeste,RN,Rio Grande do Norte,Angicos,Central Potiguar,Fernando Pedroza,-5.6972558,-36.5316864,3081
2403806,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,Florânia,-6.1268685,-36.8183238,9772
2403905,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Francisco Dantas,-6.0873602,-38.1229256,2801
2404002,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Frutuoso Gomes,-6.1585113,-37.8408614,4015
2404101,Nordeste,RN,Rio Grande do Norte,Macau,Central Potiguar,Galinhos,-5.0923928,-36.27448270000001,2903
2404200,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Goianinha,-6.2663538,-35.209244700000006,27004
2404309,Nordeste,RN,Rio Grande do Norte,Chapada do Apodi,Oeste Potiguar,Governador Dix-Sept Rosado,-5.4576782,-37.5209263,13115
2404408,Nordeste,RN,Rio Grande do Norte,Mossoró,Oeste Potiguar,Grossos,-4.9843455,-37.1511253,10541
2404507,Nordeste,RN,Rio Grande do Norte,Macau,Central Potiguar,Guamaré,-5.1075294,-36.3196635,16261
2404606,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Ielmo Marinho,-5.8227944,-35.551993,14033
2404705,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Ipanguaçu,-5.5090713,-36.8594421,15759
2404804,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,Ipueira,-6.815280499999999,-37.198463700000005,2264
2404853,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Itajá,-5.6374673,-36.8713272,7641
2404903,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Itaú,-5.8413626,-37.991322100000005,5916
2405009,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Jaçanã,-6.4290483,-36.2035537,9341
2405108,Nordeste,RN,Rio Grande do Norte,Baixa Verde,Agreste Potiguar,Jandaíra,-5.3556267,-36.1279455,6907
2405207,Nordeste,RN,Rio Grande do Norte,Médio Oeste,Oeste Potiguar,Janduís,-6.017013700000001,-37.406913,5228
2405306,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Januário Cicco,-6.158053,-35.602084999999995,10367
2405405,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Japi,-6.4634348,-35.9456879,4935
2405504,Nordeste,RN,Rio Grande do Norte,Angicos,Central Potiguar,Jardim de Angicos,-5.6520662,-35.969931200000005,2600
2405603,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,Jardim de Piranhas,-6.3796347,-37.3495566,15044
2405702,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Jardim do Seridó,-6.5904300000000005,-36.7736039,12397
2405801,Nordeste,RN,Rio Grande do Norte,Baixa Verde,Agreste Potiguar,João Câmara,-5.5349637000000005,-35.8150811,35360
2405900,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,João Dias,-6.275436599999999,-37.7951805,2653
2406007,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,José da Penha,-6.3188,-38.2853568,5941
2406106,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Jucurutu,-6.0343518,-37.0186249,18335
2406155,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Jundiá,-6.270711599999999,-35.3279507,3945
2406205,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Lagoa d'Anta,-6.394926,-35.594904,6851
2406304,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Lagoa de Pedras,-6.1527678,-35.4368516,7624
2406403,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Lagoa de Velhos,-6.003043,-35.871087700000004,2732
2406502,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,Lagoa Nova,-6.0948803,-36.470499100000005,15880
2406601,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Lagoa Salgada,-6.122954,-35.472394,8348
2406700,Nordeste,RN,Rio Grande do Norte,Angicos,Central Potiguar,Lajes,-5.7014079,-36.246219,11410
2406809,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Lajes Pintadas,-6.1497352,-36.116608500000005,4768
2406908,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Lucrécia,-6.1172522,-37.8134573,4053
2407005,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Luís Gomes,-6.4141793,-38.3872939,10175
2407104,Nordeste,RN,Rio Grande do Norte,Macaíba,Leste Potiguar,Macaíba,-5.8561372,-35.352377399999995,82828
2407203,Nordeste,RN,Rio Grande do Norte,Macau,Central Potiguar,Macau,-5.1133665,-36.634995700000005,32260
2407252,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Major Sales,-6.406337799999999,-38.3226605,4102
2407302,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Marcelino Vieira,-6.2938597000000005,-38.1622228,8325
2407401,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Martins,-6.0892841,-37.9114676,8790
2407500,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Maxaranguape,-5.5175989,-35.258540100000005,12714
2407609,Nordeste,RN,Rio Grande do Norte,Médio Oeste,Oeste Potiguar,Messias Targino,-6.084013049999999,-37.51678296209155,4665
2407708,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Montanhas,-6.4866542,-35.285357700000006,11166
2407807,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Monte Alegre,-6.069901,-35.333635,22698
2407906,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Monte das Gameleiras,-6.43975,-35.7851631,2063
2408003,Nordeste,RN,Rio Grande do Norte,Mossoró,Oeste Potiguar,Mossoró,-5.1904332,-37.3443872,303792
2408102,Nordeste,RN,Rio Grande do Norte,Natal,Leste Potiguar,Natal,-5.805398,-35.208090500000004,896708
2408201,Nordeste,RN,Rio Grande do Norte,Macaíba,Leste Potiguar,Nísia Floresta,-6.090267400000001,-35.2085026,28266
2408300,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Nova Cruz,-6.482111,-35.4332326,37554
2408409,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Olho d'Água do Borges,-5.9565525,-37.7056145,4231
2408508,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Ouro Branco,-6.7032940000000005,-36.9429599,4813
2408607,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Paraná,-6.4836791,-38.3117943,4298
2408706,Nordeste,RN,Rio Grande do Norte,Médio Oeste,Oeste Potiguar,Paraú,-5.7760443,-37.1012637,3732
2408805,Nordeste,RN,Rio Grande do Norte,Baixa Verde,Agreste Potiguar,Parazinho,-5.225969999999999,-35.8403865,5307
2408904,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Parelhas,-6.691369,-36.6584475,21611
2408953,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Rio do Fogo,-5.2748534000000005,-35.3825802,10961
2409100,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Passa e Fica,-6.4356697,-35.6434459,13667
2409209,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Passagem,-6.278016200000001,-35.37688060000001,3114
2409308,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Patu,-6.100621299999999,-37.6385148,12861
2409332,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Santa Maria,-5.8380220000000005,-35.691409,5689
2409407,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Pau dos Ferros,-6.1124964,-38.2062628,30802
2409506,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Pedra Grande,-5.1508135,-35.878412700000005,3163
2409605,Nordeste,RN,Rio Grande do Norte,Angicos,Central Potiguar,Pedra Preta,-5.5811667,-36.1044516,2419
2409704,Nordeste,RN,Rio Grande do Norte,Angicos,Central Potiguar,Pedro Avelino,-5.521865099999999,-36.3850166,6591
2409803,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Pedro Velho,-6.4356,-35.219539000000005,14881
2409902,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Pendências,-5.2572092,-36.7182487,15411
2410009,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Pilões,-6.2685621,-38.0440115,3900
2410108,Nordeste,RN,Rio Grande do Norte,Baixa Verde,Agreste Potiguar,Poço Branco,-5.622437799999999,-35.6615774,15646
2410207,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Portalegre,-6.0265733,-37.98724779999999,7944
2410256,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,Porto do Mangue,-5.0672477,-36.7807779,6605
2410306,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Serra Caiada,-6.107019599999999,-35.7086685,10646
2410405,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Pureza,-5.4672793,-35.5559115,9825
2410504,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Rafael Fernandes,-6.1892485,-38.22386470000001,5158
2410603,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Rafael Godeiro,-6.0757937,-37.7173064,3214
2410702,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Riacho da Cruz,-5.9373463,-37.9488019,3648
2410801,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Riacho de Santana,-6.2633948,-38.3143424,4194
2410900,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Riachuelo,-5.8121386,-35.823435700000005,8310
2411007,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Rodolfo Fernandes,-5.7897503,-38.0607459,4457
2411056,Nordeste,RN,Rio Grande do Norte,Mossoró,Oeste Potiguar,Tibau,-4.8349636,-37.2542651,4173
2411106,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Ruy Barbosa,-5.8812801,-35.934666,3584
2411205,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Santa Cruz,-6.224752,-36.019296999999995,40295
2411403,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,Santana do Matos,-5.9468972,-36.650254100000005,11808
2411429,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,Santana do Seridó,-6.7708992,-36.7340383,2699
2411502,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Santo Antônio,-6.3124831,-35.4815907,24422
2411601,Nordeste,RN,Rio Grande do Norte,Macau,Central Potiguar,São Bento do Norte,-5.0643426,-36.041433000000005,2687
2411700,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,São Bento do Trairí,-6.3426719,-36.0851109,4541
2411809,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,São Fernando,-6.379745,-37.186362,3606
2411908,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,São Francisco do Oeste,-5.9995802000000005,-38.1679964,4281
2412005,Nordeste,RN,Rio Grande do Norte,Macaíba,Leste Potiguar,São Gonçalo do Amarante,-5.7932331,-35.328631200000004,104919
2412104,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,São João do Sabugi,-6.718821000000001,-37.199794700000005,6221
2412203,Nordeste,RN,Rio Grande do Norte,Macaíba,Leste Potiguar,São José de Mipibu,-6.0746867,-35.237018400000004,44566
2412302,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,São José do Campestre,-6.3148531,-35.712818799999994,12901
2412401,Nordeste,RN,Rio Grande do Norte,Seridó Oriental,Central Potiguar,São José do Seridó,-6.4488139,-36.878528,4696
2412500,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,São Miguel,-6.212176400000001,-38.4977377,23789
2412559,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,São Miguel do Gostoso,-5.1230207000000005,-35.6353882,10441
2412609,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,São Paulo do Potengi,-5.8941684,-35.7648309,17858
2412708,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,São Pedro,-5.8965573,-35.6340558,5889
2412807,Nordeste,RN,Rio Grande do Norte,Vale do Açu,Oeste Potiguar,São Rafael,-5.8022027000000005,-36.8835945,8183
2412906,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,São Tomé,-5.9726443,-36.0736804,11051
2413003,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,São Vicente,-6.2166906,-36.6823094,6476
2413102,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Senador Elói de Souza,-6.0357055,-35.6923151,6167
2413201,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Senador Georgino Avelino,-6.1632427000000005,-35.123333200000005,4527
2413300,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Serra de São Bento,-6.4169271,-35.70478,5739
2413359,Nordeste,RN,Rio Grande do Norte,Mossoró,Oeste Potiguar,Serra do Mel,-5.1681228,-37.0413693,12225
2413409,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,Serra Negra do Norte,-6.6627568,-37.4010583,8105
2413508,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Serrinha,-6.2783153,-35.495828499999995,6128
2413557,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Serrinha dos Pintos,-6.112315,-37.9566189,4832
2413607,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Severiano Melo,-5.7811362,-37.957677200000006,1743
2413706,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Sítio Novo,-6.1062227,-35.909381700000004,5600
2413805,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Taboleiro Grande,-5.9289208,-38.044508,2606
2413904,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Taipu,-5.6228594,-35.5991764,12314
2414001,Nordeste,RN,Rio Grande do Norte,Borborema Potiguar,Agreste Potiguar,Tangará,-6.19649,-35.798888,16008
2414100,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Tenente Ananias,-6.4641549000000005,-38.1791844,10923
2414159,Nordeste,RN,Rio Grande do Norte,Serra de Santana,Central Potiguar,Tenente Laurentino Cruz,-6.1498142,-36.7174889,6085
2414209,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Tibau do Sul,-6.1872965,-35.0905246,14694
2414308,Nordeste,RN,Rio Grande do Norte,Seridó Ocidental,Central Potiguar,Timbaúba dos Batistas,-6.4634028,-37.2696374,2427
2414407,Nordeste,RN,Rio Grande do Norte,Litoral Nordeste,Leste Potiguar,Touros,-5.1998625,-35.4595051,33716
2414456,Nordeste,RN,Rio Grande do Norte,Médio Oeste,Oeste Potiguar,Triunfo Potiguar,-5.866912999999999,-37.18573789999999,3195
2414506,Nordeste,RN,Rio Grande do Norte,Umarizal,Oeste Potiguar,Umarizal,-5.985516099999999,-37.8185889,10485
2414605,Nordeste,RN,Rio Grande do Norte,Médio Oeste,Oeste Potiguar,Upanema,-5.643170099999999,-37.2625341,14937
2414704,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Várzea,-6.346412,-35.373182,5529
2414753,Nordeste,RN,Rio Grande do Norte,Serra de São Miguel,Oeste Potiguar,Venha-Ver,-6.3205332,-38.4898965,4232
2414803,Nordeste,RN,Rio Grande do Norte,Agreste Potiguar,Agreste Potiguar,Vera Cruz,-6.0493346,-35.4311152,12789
2414902,Nordeste,RN,Rio Grande do Norte,Pau dos Ferros,Oeste Potiguar,Viçosa,-5.991950900000001,-37.945439,1731
2415008,Nordeste,RN,Rio Grande do Norte,Litoral Sul,Leste Potiguar,Vila Flor,-6.315622599999999,-35.0757697,3217
2500106,Nordeste,PB,Paraíba,Serra do Teixeira,Sertão Paraibano,Água Branca,-7.5151046,-37.6394034,10375
2500205,Nordeste,PB,Paraíba,Piancó,Sertão Paraibano,Aguiar,-7.092840400000001,-38.1727215,5622
2500304,Nordeste,PB,Paraíba,Brejo Paraibano,Agreste Paraibano,Alagoa Grande,-7.0415212,-35.6285322,28384
2500403,Nordeste,PB,Paraíba,Brejo Paraibano,Agreste Paraibano,Alagoa Nova,-7.0653703,-35.76695977336711,20992
2500502,Nordeste,PB,Paraíba,Guarabira,Agreste Paraibano,Alagoinha,-6.97063215,-35.51490901897793,14629
2500536,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Alcantil,-7.7425491,-36.0609604,5527
2500577,Nordeste,PB,Paraíba,Curimataú Ocidental,Agreste Paraibano,Algodão de Jandaíra,-6.9040175,-36.008987899999994,2588
2500601,Nordeste,PB,Paraíba,Litoral Sul,Mata Paraibana,Alhandra,-7.4304246,-34.910610299999995,19865
2500700,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,São João do Rio do Peixe,-6.7291053,-38.4478745,18020
2500734,Nordeste,PB,Paraíba,Cariri Ocidental,Borborema,Amparo,-7.56394725,-37.04652873235175,2264
2500775,Nordeste,PB,Paraíba,Sousa,Sertão Paraibano,Aparecida,-6.7859598,-38.0831353,8482
2500809,Nordeste,PB,Paraíba,Guarabira,Agreste Paraibano,Araçagi,-6.8519969,-35.3835602,16857
2500908,Nordeste,PB,Paraíba,Curimataú Ocidental,Agreste Paraibano,Arara,-6.8271895,-35.7605703,13613
2501005,Nordeste,PB,Paraíba,Curimataú Oriental,Agreste Paraibano,Araruna,-6.5321155,-35.7397595,20610
2501104,Nordeste,PB,Paraíba,Brejo Paraibano,Agreste Paraibano,Areia,-6.968024300000001,-35.6994783,22493
2501153,Nordeste,PB,Paraíba,Patos,Sertão Paraibano,Areia de Baraúnas,-7.123394900000001,-36.944621600000005,2105
2501203,Nordeste,PB,Paraíba,Esperança,Agreste Paraibano,Areial,-7.050130599999999,-35.9245244,7054
2501302,Nordeste,PB,Paraíba,Umbuzeiro,Agreste Paraibano,Aroeiras,-7.546290400000001,-35.7080002,19081
2501351,Nordeste,PB,Paraíba,Cariri Ocidental,Borborema,Assunção,-7.073396000000001,-36.7274003,4067
2501401,Nordeste,PB,Paraíba,Litoral Norte,Mata Paraibana,Baía da Traição,-6.691258,-34.9371244,9197
2501500,Nordeste,PB,Paraíba,Brejo Paraibano,Agreste Paraibano,Bananeiras,-6.7537682,-35.6338343,21220
2501534,Nordeste,PB,Paraíba,Seridó Oriental Paraibano,Borborema,Baraúna,-6.643394,-36.253193200000005,5033
2501575,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Barra de Santana,-7.523086500000001,-35.9988518,8338
2501609,Nordeste,PB,Paraíba,Curimataú Ocidental,Agreste Paraibano,Barra de Santa Rosa,-6.7218007,-36.0564638,15607
2501708,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Barra de São Miguel,-7.7528088,-36.317099600000006,6095
2501807,Nordeste,PB,Paraíba,João Pessoa,Mata Paraibana,Bayeux,-7.130163099999999,-34.936532,97519
2501906,Nordeste,PB,Paraíba,Guarabira,Agreste Paraibano,Belém,-6.6967586,-35.536962599999995,17733
2502003,Nordeste,PB,Paraíba,Catolé do Rocha,Sertão Paraibano,Belém do Brejo do Cruz,-6.1880727,-37.53322670000001,7356
2502052,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Bernardino Batista,-6.4532173,-38.54954179999999,3571
2502102,Nordeste,PB,Paraíba,Itaporanga,Sertão Paraibano,Boa Ventura,-7.4202462,-38.2156782,5248
2502151,Nordeste,PB,Paraíba,Campina Grande,Agreste Paraibano,Boa Vista,-7.2620711,-36.241516100000005,7218
2502201,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Bom Jesus,-6.815672500000001,-38.6551841,2588
2502300,Nordeste,PB,Paraíba,Catolé do Rocha,Sertão Paraibano,Bom Sucesso,-6.4458948,-37.9297662,4937
2502409,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Bonito de Santa Fé,-7.314333199999999,-38.5146677,12126
2502508,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Boqueirão,-7.487004,-36.130887,17934
2502607,Nordeste,PB,Paraíba,Piancó,Sertão Paraibano,Igaracy,-7.1819802,-38.148739500000005,6092
2502706,Nordeste,PB,Paraíba,Brejo Paraibano,Agreste Paraibano,Borborema,-6.806671799999999,-35.5990191,5311
2502805,Nordeste,PB,Paraíba,Catolé do Rocha,Sertão Paraibano,Brejo do Cruz,-6.32926065,-37.48746163303929,14287
2502904,Nordeste,PB,Paraíba,Catolé do Rocha,Sertão Paraibano,Brejo dos Santos,-6.3769367,-37.8243125,6479
2503001,Nordeste,PB,Paraíba,Litoral Sul,Mata Paraibana,Caaporã,-7.510234,-34.9154114,22079
2503100,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Cabaceiras,-7.489915600000001,-36.2860501,5710
2503209,Nordeste,PB,Paraíba,João Pessoa,Mata Paraibana,Cabedelo,-6.97324,-34.8351609,69773
2503308,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Cachoeira dos Índios,-6.9259193,-38.6742159,10364
2503407,Nordeste,PB,Paraíba,Patos,Sertão Paraibano,Cacimba de Areia,-7.128851299999999,-37.1575194,3708
2503506,Nordeste,PB,Paraíba,Curimataú Oriental,Agreste Paraibano,Cacimba de Dentro,-6.642510099999999,-35.7929304,17169
2503555,Nordeste,PB,Paraíba,Serra do Teixeira,Sertão Paraibano,Cacimbas,-7.2125451,-37.0593398,7225
2503605,Nordeste,PB,Paraíba,Guarabira,Agreste Paraibano,Caiçara,-6.6146866,-35.4681434,7182
2503704,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Cajazeiras,-6.8897849,-38.5570389,62576
2503753,Nordeste,PB,Paraíba,Sousa,Sertão Paraibano,Cajazeirinhas,-6.961442,-37.79937329999999,3217
2503803,Nordeste,PB,Paraíba,Itabaiana,Agreste Paraibano,Caldas Brandão,-7.1027959,-35.3254676,6077
2503902,Nordeste,PB,Paraíba,Cariri Ocidental,Borborema,Camalaú,-7.885031,-36.824191,6048
2504009,Nordeste,PB,Paraíba,Campina Grande,Agreste Paraibano,Campina Grande,-7.2246743,-35.8771292,413830
2504033,Nordeste,PB,Paraíba,Litoral Norte,Mata Paraibana,Capim,-6.9174091,-35.1720326,6715
2504074,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Caraúbas,-7.7273231,-36.492335700000005,4206
2504108,Nordeste,PB,Paraíba,Cajazeiras,Sertão Paraibano,Carrapateira,-7.0395225,-38.343228100000005,2714
2504157,Nordeste,PB,Paraíba,Curimataú Oriental,Agreste Paraibano,Casserengue,-6.7795380000000005,-35.817875,7530
2504207,Nordeste,PB,Paraíba,Piancó,Sertão Paraibano,Catingueira,-7.120081,-37.60638,4938
2504306,Nordeste,PB,Paraíba,Catolé do Rocha,Sertão Paraibano,Catolé do Rocha,-6.340625,-37.746967,30819
2504355,Nordeste,PB,Paraíba,Cariri Oriental,Borborema,Caturité,-7.4199652,-36.0207132,4898
2504405,Nordeste,PB,Paraíba,Itaporanga,Sertão Paraibano,Conceição,-7.556505900000001,-38.5053706,19030
2504504,Nordeste,PB,Paraíba,Sousa,Sertão Paraibano,Condado,-6.909210099999999,-37.5966375,6662
2504603,Nordeste,PB,Paraíba,João Pessoa,Mata Paraibana,Conde,-7.2600359,-34.9053524,25341
2504702,Nordeste,PB,Paraíba,Cariri Ocidental,Borborema,Congo,-7.80963435,-36.641233278035656,4787
2504801,Nordeste,PB,Paraíba,Piancó,Sertão Paraibano,Coremas,-7.017589699999999,-37.9465062,15438
2504850,Nordeste,PB,Paraíba,Cariri Ocidental,Borborema,Coxixola,-7.627291499999999,-36.606013,1948
2504900,Nordeste,PB,Paraíba,Sapé,Mata Paraibana,Cruz do Espírito Santo,-7.139022,-35.085721,17599
2505006,Nordeste,PB,Paraíba,Seridó Oriental Paraibano,Borborema,Cubati,-6.8647974000000005,-36.3525993,7866
2505105,Nordeste,PB,Paraíba,Curimataú Ocidental,Agreste Paraibano,Cuité,-6.4855072,-36.1478606,20331
2505204,Nordeste,PB,Paraíba,Guarabira,Agreste Paraibano,Cuitegi,-6.8962776,-35.5228851,6748
2505238,Nordeste,PB,Paraíba,Litoral Norte,Mata Paraibana,Cuité de Mamanguape,-6.912922,-35.250219,6360
2505279,Nordeste,PB,Paraíba,Litoral Norte,Mata Paraibana,Curral de Cima,-6.7174163,-35.266704,5209
2505303,Nordeste,PB,Paraíba,Itaporanga,Sertão Paraibano,Curral Velho,-7.5376473,-38.1979125,2508
2505352,Nordeste,PB,Paraíba,Curimataú Ocidental,Agreste Paraibano,Damião,-6.64317595,-35.933835193092264,5409
